subject,predicate,object,comment_count,sum_W_i,sum_like_count,strength,mean_burst_risk
你,打完了,工作,1,0.663402809279974,1.0,0.663402809279974,0.33659719072002603
老板,给,你一把枪,1,0.663402809279974,1.0,0.663402809279974,0.33659719072002603
AI,厉害,程度,2,1.30346172969324,1.0,0.6632543226201227,0.34826913515338004
评论者,感觉,安全,1,0.6632543226201227,1.0,0.6632543226201227,0.33674567737987726
评论者,有,收获,1,0.6632543226201227,1.0,0.6632543226201227,0.33674567737987726
Deepseek,分析,八字命理,1,0.6614003747440564,1.0,0.6614003747440564,0.33859962525594356
我,用,Gemini,1,0.6614003747440564,1.0,0.6614003747440564,0.33859962525594356
我,用,它,1,0.6614003747440564,1.0,0.6614003747440564,0.33859962525594356
我,累,状态,1,0.6614003747440564,1.0,0.6614003747440564,0.33859962525594356
我,试了,几个AI,1,0.6614003747440564,1.0,0.6614003747440564,0.33859962525594356
人心,应该慢,一点,1,0.6611278088175885,1.0,0.6611278088175885,0.3388721911824115
评论者,看到,一个用大厂话术PUA AI,1,0.6611278088175885,1.0,0.6611278088175885,0.3388721911824115
AI,代替,所有的,1,0.6604666960969787,1.0,0.6604666960969787,0.3395333039030213
该事物,不是,好消息,1,0.6604561904711393,1.0,0.6604561904711393,0.33954380952886065
这一计划,成为,Meta最大规模裁员,1,0.6596465302452102,1.0,0.6596465302452102,0.34035346975478975
AI裁员,是,流量密码,1,0.65962841150492,1.0,0.65962841150492,0.34037158849508
俺老孙的名字,成,AI,1,0.65962841150492,1.0,0.65962841150492,0.34037158849508
以前,是,体力收割,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
海啸,影响,影视,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
海啸,影响,游戏,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
海啸,影响,线上内容产业,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
海啸,影响,行业,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
现在,是,脑力收割,1,0.6587889385751229,1.0,0.6587889385751229,0.3412110614248771
评论者,不敢装,龙虾,1,0.6571847320339425,1.0,0.6571847320339425,0.34281526796605755
龙虾,会泄露,信息,1,0.6571847320339425,1.0,0.6571847320339425,0.34281526796605755
龙虾,帮找,身份证,1,0.6571847320339425,1.0,0.6571847320339425,0.34281526796605755
它,能舒缓,眼睛干涩,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
它,能让保持,肌肤光泽与活力,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,人类的无敌作弊器,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,好心情的储藏器,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,心脑血管的安全阀,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,提高新陈代谢的引擎,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,脱发的天然阻断剂,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,是,记忆力的加固锁,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
早睡,能避免,做出错误的决定,1,0.6571703398163479,1.0,0.6571703398163479,0.34282966018365213
可控核聚变,解决,能源问题,1,0.65712568247289,1.0,0.65712568247289,0.34287431752710995
普通人的基础物质条件,会有,更好的兜底,1,0.65712568247289,1.0,0.65712568247289,0.34287431752710995
评论者,期待,可控核聚变突破,1,0.65712568247289,1.0,0.65712568247289,0.34287431752710995
评论者,看到,AI发展,1,0.65712568247289,1.0,0.65712568247289,0.34287431752710995
大家,喜欢,龙虾,1,0.657010599946628,1.0,0.657010599946628,0.342989400053372
更多人,害怕,别人有我没有,1,0.657010599946628,1.0,0.657010599946628,0.342989400053372
更多人,害怕,有人用的比我好,1,0.657010599946628,1.0,0.657010599946628,0.342989400053372
龙虾,是,对ai焦虑的具象,1,0.657010599946628,1.0,0.657010599946628,0.342989400053372
AI,提升,工作效率,1,0.6569468422372057,1.0,0.6569468422372057,0.3430531577627943
百分之三十人,有,工作,1,0.6569468422372057,1.0,0.6569468422372057,0.3430531577627943
AI,主导,思想,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
AI,禁止,真人素材,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
人,问,AI,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
立法,跟不上,发展,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
评论者,认为,AI发展对于普通人弊大于利,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
骗子,合成,视频,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
骗子,找,老年人,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
骗子,诈骗,儿女,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
骗子,采集,声音和面部识别图像,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
骗子,骗,人,1,0.6569178885773962,1.0,0.6569178885773962,0.3430821114226038
2026,是,经济危机的开始,1,0.6555972220891568,1.0,0.6555972220891568,0.34440277791084317
特朗普,快到,中期选举,1,0.6555972220891567,1.0,0.6555972220891567,0.3444027779108433
评论者,感谢,精彩分享,1,0.6555972220891567,1.0,0.6555972220891567,0.3444027779108433
词条,看着吓人,评论者,1,0.6555972220891567,1.0,0.6555972220891567,0.3444027779108433
搞文字版,好,（形容词谓语）,1,0.6543959472581059,1.0,0.6543959472581059,0.3456040527418941
看视频,慢,（形容词谓语）,1,0.6543959472581059,1.0,0.6543959472581059,0.3456040527418941
AI,创,文献,1,0.6538097510685416,1.0,0.6538097510685416,0.34619024893145844
七七,是,好命苦,1,0.6538097510685416,1.0,0.6538097510685416,0.34619024893145844
人,相信,豆包分析的小说剧情,1,0.6538097510685416,1.0,0.6538097510685416,0.34619024893145844
评论者,被坑,评论者,1,0.6538097510685416,1.0,0.6538097510685416,0.34619024893145844
崩溃,在,一瞬间,1,0.6532432789670454,1.0,0.6532432789670454,0.34675672103295463
成年人,是,不容易,1,0.6532432789670454,1.0,0.6532432789670454,0.34675672103295463
评论者,心疼,她,1,0.6532432789670454,1.0,0.6532432789670454,0.34675672103295463
评论者,祝愿走出,困境,1,0.6532432789670454,1.0,0.6532432789670454,0.34675672103295463
ai,代写,论文,1,0.6529193591741335,1.0,0.6529193591741335,0.34708064082586654
存在,是,合理,1,0.6529193591741335,1.0,0.6529193591741335,0.34708064082586654
都,是,假的,1,0.6529193591741335,1.0,0.6529193591741335,0.34708064082586654
AI,有,护城河,1,0.6513640239727435,1.0,0.6513640239727435,0.3486359760272565
产品,有,护城河,1,0.6513640239727435,1.0,0.6513640239727435,0.3486359760272565
人,有,护城河,1,0.6513640239727435,1.0,0.6513640239727435,0.3486359760272565
我,帮,你,1,0.6507210957740291,1.0,0.6507210957740291,0.34927890422597085
我,按,重启键,1,0.6507210957740291,1.0,0.6507210957740291,0.34927890422597085
我们,喜欢,豆包,1,0.6507210957740291,1.0,0.6507210957740291,0.34927890422597085
评论者,离不开,豆包,1,0.6507210957740291,1.0,0.6507210957740291,0.34927890422597085
豆包老师,是,人类智慧之母,1,0.6507210957740291,1.0,0.6507210957740291,0.34927890422597085
我,相信,他这么说,1,0.6505441793454315,1.0,0.6505441793454315,0.3494558206545685
这,挑战,整个行业,1,0.6505441793454315,1.0,0.6505441793454315,0.3494558206545685
每个人,成为,价值的创造者,1,0.6499831413088872,1.0,0.6499831413088872,0.35001685869111276
每个人,成为,自己命运的设计师,1,0.6499831413088872,1.0,0.6499831413088872,0.35001685869111276
评论者,看看,（内容）,1,0.6499831413088872,1.0,0.6499831413088872,0.35001685869111276
连接的力量,让,每个人成为自己命运的设计师,1,0.6499831413088872,1.0,0.6499831413088872,0.35001685869111276
评论者,需要,该工具,1,0.649717212659324,1.0,0.649717212659324,0.35028278734067597
AI,拥有,人类的心机,1,0.6494497663403078,1.0,0.6494497663403078,0.3505502336596922
8小时工作制,是,斗争的结果,1,0.6470139209021442,1.0,0.6470139209021442,0.35298607909785584
8小时工作制,是,自然演化来的,1,0.6470139209021442,1.0,0.6470139209021442,0.35298607909785584
大家,修复,AI的问题,1,0.6470139209021442,1.0,0.6470139209021442,0.35298607909785584
大家,发现,AI的问题,1,0.6470139209021442,1.0,0.6470139209021442,0.35298607909785584
生产效率的提升,伴随着,工人工作时长的增加,1,0.6470139209021442,1.0,0.6470139209021442,0.35298607909785584
您,安,龙虾,1,0.6460885279725985,1.0,0.6460885279725985,0.3539114720274015
您,给捐款,母校,1,0.6460885279725985,1.0,0.6460885279725985,0.3539114720274015
该工具,会自动安装,360全家桶,1,0.6460885279725984,1.0,0.6460885279725984,0.3539114720274016
你,发给,我,1,0.6457618381162239,1.0,0.6457618381162239,0.3542381618837761
你,装,电脑,1,0.6457618381162239,1.0,0.6457618381162239,0.3542381618837761
评论者,交了,198元,1,0.6457618381162238,1.0,0.6457618381162238,0.3542381618837762
评论者,操作,PPT,1,0.6457618381162238,1.0,0.6457618381162238,0.3542381618837762
评论者,操作,excel,1,0.6457618381162238,1.0,0.6457618381162238,0.3542381618837762
额度,限制,评论者,1,0.6457618381162238,1.0,0.6457618381162238,0.3542381618837762
猎豹,做,一键安装,1,0.6457618381162237,1.0,0.6457618381162237,0.3542381618837763
评论者,建议,自己装,1,0.6457618381162237,1.0,0.6457618381162237,0.3542381618837763
AI,敌,实战智慧,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
AI,需,人性策略辅佐,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
人心战术,胜,算法,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
人性战术,胜,AI,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
伊朗,反制,美以科技优势,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
实战策略,胜,关键,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
战略思维,关键,作用,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
技术,是,万能,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
技术,替代,策略,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
策略,为王,地位,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
策略,制胜,战争,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
策略,胜于,技术,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
策略与人心,是,胜决关键,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
美,显,实效,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
美以AI情报,失效,作用,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
美以技术神话,破灭,优势,1,0.645004401706545,1.0,0.645004401706545,0.35499559829345495
评论者,信,这个,1,0.6444793322295148,1.0,0.6444793322295148,0.3555206677704852
国外,裁员,员工,1,0.6443338665893702,1.0,0.6443338665893702,0.3556661334106298
个人,抵抗,历史的洪流,1,0.6440343277598175,1.0,0.6440343277598175,0.3559656722401825
你,会拱火,拱火,1,0.6440343277598175,1.0,0.6440343277598175,0.3559656722401825
你,会造谣,造谣,1,0.6440343277598175,1.0,0.6440343277598175,0.3559656722401825
我,是,程序员,1,0.6440343277598175,1.0,0.6440343277598175,0.3559656722401825
我,过了,焦虑的时候,1,0.6440343277598175,1.0,0.6440343277598175,0.3559656722401825
AI,创造,新的岗位,1,0.6439622288809301,1.0,0.6439622288809301,0.35603777111906987
影响,是,不小,1,0.6439622288809301,1.0,0.6439622288809301,0.35603777111906987
360安全龙虾,泄露,ssl私钥,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
三六零政企客户,发凉,后背,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
周总,解释,泄露事件,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
机构,看透,三六零,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
股价,跌,8年,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
该公司,明文存储,泛域名SSL证书及对应RSA私钥,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
该公司,自诩为,国内发现APT攻击最多的网络安全公司,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
该工具,会帮申请,360网贷额度,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
该工具,用完,额度,1,0.6436355848247982,1.0,0.6436355848247982,0.3563644151752018
它,是,噱头,1,0.6429693685176677,1.0,0.6429693685176677,0.3570306314823323
评论者,过,世外桃源生活,2,1.2859387370353348,1.0,0.6429693685176674,0.3570306314823326
AI,取代,analyst、consultant和engineer,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
AI,取代,普通群众,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
评论者,养鱼,鱼,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
评论者,回乡,乡,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
评论者,焦虑,将来,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
评论者,种田,田,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
评论者,能干,啥,1,0.6429693685176674,1.0,0.6429693685176674,0.3570306314823326
AI的运作和开发,需要,程序员,1,0.6426770995129161,1.0,0.6426770995129161,0.3573229004870839
每个老师,讲,怎么用ai,1,0.6426770995129161,1.0,0.6426770995129161,0.3573229004870839
扒点新闻,能耗,多少token,1,0.6421690567763579,1.0,0.6421690567763579,0.35783094322364206
评论者,体验到,很多,1,0.6421690567763579,1.0,0.6421690567763579,0.35783094322364206
评论者,开搞,搞钱副本,1,0.6421690567763579,1.0,0.6421690567763579,0.35783094322364206
评论者,运用,龙虾,1,0.6421690567763579,1.0,0.6421690567763579,0.35783094322364206
评论者,说,虾扯,1,0.6421690567763578,1.0,0.6421690567763578,0.3578309432236422
该事物,是,靠谱,1,0.6421690567763578,1.0,0.6421690567763578,0.3578309432236422
AI,检测,保健品/神药/神酒,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
出版社,干了,这,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
出版社,当成,创收的好路子,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
招投标界,使用,AI,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
真浅浅,不信,AI能查出来源,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
第X代导演,可以查,第X代导演,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
评论者,揭开,作家届腐烂风气的遮羞布,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
（相关事件）,爆出来,（省略）,1,0.6420833415744945,1.0,0.6420833415744945,0.35791665842550546
你,做,春秋大梦,1,0.6415823919344478,1.0,0.6415823919344478,0.35841760806555223
AI吹,编,内容,1,0.6412591129562951,1.0,0.6412591129562951,0.3587408870437049
AI,导致,失业,1,0.6412591129562942,1.0,0.6412591129562942,0.35874088704370577
AI,还,房贷,1,0.6412591129562942,1.0,0.6412591129562942,0.35874088704370577
程序员,失业,工作,1,0.6412591129562942,1.0,0.6412591129562942,0.35874088704370577
评论者,见证,时代的巨变,1,0.6412591129562942,1.0,0.6412591129562942,0.35874088704370577
AI,替换最快,该领域,1,0.6412591129562941,1.0,0.6412591129562941,0.3587408870437059
AI,用的最多,该领域,1,0.6412591129562941,1.0,0.6412591129562941,0.3587408870437059
自己,挖,坑,1,0.6412591129562941,1.0,0.6412591129562941,0.3587408870437059
自己,给,坑,1,0.6412591129562941,1.0,0.6412591129562941,0.3587408870437059
龙虾,加速了,裁员进程,1,0.6412591129562941,1.0,0.6412591129562941,0.3587408870437059
bot,杀,巴尔,1,0.640129537545449,1.0,0.640129537545449,0.359870462454551
人,离,老年痴呆,1,0.640129537545449,1.0,0.640129537545449,0.359870462454551
人,越来越懒,（状态）,1,0.640129537545449,1.0,0.640129537545449,0.359870462454551
评论者,做,bot,1,0.640129537545449,1.0,0.640129537545449,0.359870462454551
评论者,限制,上下文,1,0.640129537545449,1.0,0.640129537545449,0.359870462454551
AI,裁,只会做重复工作、不愿拥抱变化的人,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
会用AI的人,淘汰,不会用AI的人,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
大厂,裁,20%程序员,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
技术,淘汰,跟不上它的人,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
文科生,喊,春天来了,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
能和AI并肩干活的人,不会被丢下,时代,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
评论者,害怕,被AI取代工作岗位,1,0.639434279499702,1.0,0.639434279499702,0.360565720500298
AI,催生了,更多的裁员,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
AI,是,未来的趋势,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
公司,裁员,这么多,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
各行业,不好做,现在,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
评论者,搞不懂,这个,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
评论者,相信,ai,1,0.6392329533543729,1.0,0.6392329533543729,0.3607670466456271
一键部署,方便,程度高,1,0.6390996203491706,1.0,0.6390996203491706,0.36090037965082944
评论者,拥抱,新时代,1,0.6388523172303798,1.0,0.6388523172303798,0.36114768276962017
评论者,理解,AI,1,0.6388523172303798,1.0,0.6388523172303798,0.36114768276962017
AI,导致断裂,生产-消费循环,1,0.6375742410975771,1.0,0.6375742410975771,0.3624257589024229
ai,代替,一些岗位,1,0.6375742410975771,1.0,0.6375742410975771,0.3624257589024229
人,学,AI,1,0.6375742410975771,1.0,0.6375742410975771,0.3624257589024229
评论者,乐观,太,1,0.6375742410975771,1.0,0.6375742410975771,0.3624257589024229
老百姓,做,事,1,0.6375683455505394,1.0,0.6375683455505394,0.36243165444946057
评论者,看清,规则,1,0.6375683455505394,1.0,0.6375683455505394,0.36243165444946057
评论者,避免,莫名扣费,1,0.6375683455505394,1.0,0.6375683455505394,0.36243165444946057
评论者,用,该工具,2,1.2984140855853035,1.0,0.6375683455505393,0.3507929572073482
一般人,养不起,龙虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
专业的人,运用,这种APP,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
养龙虾的人,看好,钱包,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
好多人,跟风养,小龙虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
小龙虾,刮,一阵风,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
普通人,着急养,龙虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
普通人,被收割,份,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
第一批吃螃蟹的人,忧,结果,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
第一批吃螃蟹的人,欢喜,结果,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,三思而后行,行为,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,不会养,AI,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,不要跟风,行为,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,会,该技术,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,关注,该话题,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,养,虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,去玩,该工具,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,参加,玩虾大会,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,喜欢吃,巴厘龙虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,没搞懂,意思,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,理解,该话题,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,省了,一大笔钱,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,看好,钱包,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,看懂,是什么,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,能养,电子龙虾,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,跟风,有些东西,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,跟风,某事,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
评论者,跟风,行为,1,0.6375683455505393,1.0,0.6375683455505393,0.3624316544494607
AI,取代,演员,3,2.486601748994172,1.0,0.6363539717274238,0.378349562751457
主角,演,独角戏,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
主角,跟AI演,戏,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
人才,有,欣赏表演的欲望,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
人才,能带来,表演的非同质化,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
他们,不在意,人才是根本因素,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
文本,是,AI的,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
演员,会演,戏,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
演员,有,交流,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
现实主义题材,用,ai演员,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
草根出身的演员,没有,渠道,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
观众,是,AI的,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
评论者,可惜,男主演的时间、精力和颜值,1,0.6363539717274238,1.0,0.6363539717274238,0.3636460282725762
AI,有,冲击力,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
ai,影响,工作人员,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
公司,去掉,这么多员工,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
公司,裁,这么多,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
工作室,用,AI创作,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
有技术,吃香,程度,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
裁员,为,业务调整,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
裁员,力度大,（程度）,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
裁员,影响,未来发展,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
裁员幅度,太大,程度,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
评论者,会裁员,这么多,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
评论者,觉得,不可信,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
谁,敢生,二胎,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
这个,冲击,（影响）,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
这么多人,面临,失业,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
陈总,给,建议,1,0.6355765003324773,1.0,0.6355765003324773,0.36442349966752274
AI,替代,人类,2,1.6354783204187782,1.0,0.6354783204187783,0.18226083979061086
AI,发展,快,2,1.274330637649158,1.0,0.6354783204187783,0.36283468117542095
AI,代替,有些行业,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI,厉害,程度高,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI,完全代替,所有行业,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI,改变,生活,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI,是,双刃剑,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI,裁员,员工,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
AI发展,让失业,好多人,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
ai,可以替代,很多工作,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
你的收益,让羡慕,人,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
对方,赚,这么多钱,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
影响,大了,程度,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
收益,厉害,程度高,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
收益,好,程度,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
收益,是,相当可以,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
机器,做,内容,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
机器,做出,人的情绪,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
目前,不是,最巅峰的时候,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
这,代替,人,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
这,是,趋势,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
这个收益,是,很不错,1,0.6354783204187783,1.0,0.6354783204187783,0.3645216795812217
OceanStor A800与FusionCube A1000,带来,新希望,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI,破,僵局,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础建设,助力,中小企业,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础建设,打破,门槛,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础建设,突破,创新,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,助力,中小企业,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,助力,中小企业突破转型难关,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,助力,中小企业转型,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,打破,转型壁垒,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,突破,AI困境,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,突破,中小企,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,解,AI转型难题,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI基础设施,降低,门槛,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI新工具,助,中小企业,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI新工具,破,AI困境,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI解决方案,助力,中小企入局AI领域,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI设施,助力,中小企转型,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI设施,升级,创新,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为AI设施,挑战,传统,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为基础设施,助力,中小企业AI转型,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为基础设施,突破,瓶颈,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为新AI基础设施,助力,中小企转型,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为新AI基础设施,打破,门槛,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为新AI基础设施,突破,AI瓶颈,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
华为新AI基础设施,降低,门槛,1,0.6342857578857797,1.0,0.6342857578857797,0.3657142421142203
